Date	Price	Open	High	Low
2022-04-29	37650.00	38590.00	38776.00	37596.00
2022-04-28	38581.00	39748.00	39919.00	38175.00
2022-04-27	39748.00	39243.00	40382.00	38888.00
2022-04-26	39243.00	38113.00	39447.00	37869.00
2022-04-25	38113.00	40443.00	40770.00	37708.00
2022-04-24	40427.00	39464.00	40599.00	38233.00
2022-04-23	39464.00	39434.00	39929.00	39033.00
2022-04-22	39418.00	39709.00	39973.00	39291.00
2022-04-21	39709.00	40487.00	40792.00	39200.00
2022-04-20	40482.00	41370.00	42969.00	39793.00
2022-04-19	41368.00	41499.00	42203.00	40915.00
2022-04-18	41503.00	40809.00	41746.00	40585.00
2022-04-17	40803.00	39700.00	41095.00	38577.00
2022-04-16	39703.00	40382.00	40599.00	39561.00
2022-04-15	40382.00	40571.00	40691.00	40003.00
2022-04-14	40560.00	39936.00	40850.00	39781.00
2022-04-13	39936.00	41133.00	41494.00	39585.00
2022-04-12	41133.00	40072.00	41515.00	39581.00
2022-04-11	40078.00	39507.00	40678.00	39265.00
2022-04-10	39497.00	42144.00	42418.00	39202.00
2022-04-09	42138.00	42760.00	43421.00	41884.00
2022-04-08	42767.00	42275.00	42809.00	42129.00
2022-04-07	42275.00	43450.00	43979.00	42113.00
2022-04-06	43448.00	43166.00	43893.00	42747.00
2022-04-05	43173.00	45494.00	45519.00	43122.00
2022-04-04	45506.00	46614.00	47201.00	45388.00
2022-04-03	46629.00	46407.00	46899.00	45152.00
2022-04-02	46407.00	45813.00	47435.00	45554.00
2022-04-01	45811.00	46299.00	47212.00	45641.00
2022-03-31	46297.00	45529.00	46728.00	44261.00
2022-03-30	45525.00	47071.00	47624.00	45228.00
2022-03-29	47075.00	47449.00	47714.00	46601.00
2022-03-28	47449.00	47126.00	48127.00	47029.00
2022-03-27	47105.00	46859.00	48199.00	46672.00
2022-03-26	46859.00	44542.00	46947.00	44445.00
2022-03-25	44548.00	44331.00	44818.00	44090.00
2022-03-24	44331.00	44013.00	45112.00	43622.00
2022-03-23	44013.00	42911.00	44251.00	42658.00
2022-03-22	42912.00	42373.00	43027.00	41795.00
2022-03-21	42373.00	41022.00	43327.90	40893.00
2022-03-20	41022.00	41282.00	41532.00	40530.00
2022-03-19	41276.00	42241.00	42301.00	40922.00
2022-03-18	42233.00	41768.00	42386.00	41529.60
2022-03-17	41767.80	40914.60	42308.40	40234.80
2022-03-16	40914.80	41118.70	41406.00	40557.80
2022-03-15	41118.70	39282.50	41701.60	38953.20
2022-03-14	39285.70	39673.00	39854.70	38220.90
2022-03-13	39671.10	37789.50	39914.30	37613.60
2022-03-12	37792.40	38813.20	39272.30	37603.40
2022-03-11	38814.30	38730.20	39355.30	38666.50
2022-03-10	38730.20	39422.50	40177.00	38236.40
2022-03-09	39416.30	41933.90	42029.10	38603.50
2022-03-08	41929.00	38731.50	42538.50	38663.30
2022-03-07	38744.80	38020.60	39351.50	37886.60
2022-03-06	38024.80	38420.60	39532.00	37182.10
2022-03-05	38403.10	39396.30	39668.10	38115.00
2022-03-04	39395.80	39142.80	39600.20	38626.10
2022-03-03	39142.70	42463.00	42848.70	38594.90
2022-03-02	42463.00	43912.80	44077.20	41840.80
2022-03-01	43912.80	44420.30	45294.20	43361.30
2022-02-28	44420.30	43187.20	44900.50	42876.60
2022-02-27	43188.20	37707.20	43977.80	37458.90
2022-02-26	37689.10	39116.60	39838.50	37062.30
2022-02-25	39115.50	39221.60	40094.50	38639.10
2022-02-24	39209.60	38339.20	39683.70	38042.60
2022-02-23	38339.20	37250.20	39351.60	34357.40
2022-02-22	37224.60	38248.20	39194.50	37099.50
2022-02-21	38248.20	37018.30	38414.90	36399.60
2022-02-20	37017.70	38355.00	39444.10	36868.90
2022-02-19	38355.00	40089.60	40120.30	38042.20
2022-02-18	40090.30	40000.10	40434.30	39666.60
2022-02-17	40000.10	40532.50	40935.50	39505.00
2022-02-16	40552.80	43885.50	44167.10	40103.80
2022-02-15	43883.60	44540.90	44552.90	43377.60
2022-02-14	44544.40	42550.30	44722.60	42460.10
2022-02-13	42550.30	42061.10	42799.70	41591.30
2022-02-12	42061.10	42205.50	42725.10	41880.10
2022-02-11	42205.20	42388.40	43006.40	41776.80
2022-02-10	42388.40	43519.30	43915.10	42023.40
2022-02-09	43521.00	44388.90	45755.20	43242.50
2022-02-08	44388.90	44038.20	44800.40	43163.00
2022-02-07	44038.20	43833.90	45399.80	42705.00
2022-02-06	43833.90	42385.20	44468.30	41695.40
2022-02-05	42392.20	41411.90	42614.80	41176.30
2022-02-04	41412.10	41566.50	41899.80	40963.30
2022-02-03	41567.60	37287.80	41689.00	37041.10
2022-02-02	37287.80	36890.20	37304.30	36297.30
2022-02-01	36890.20	38711.20	38853.80	36682.30
2022-01-31	38709.70	38475.60	39230.00	38037.90
2022-01-30	38498.60	37923.80	38701.40	36672.80
2022-01-29	37917.70	38167.50	38313.30	37390.60
2022-01-28	38170.80	37736.50	38663.70	37350.20
2022-01-27	37745.10	37195.60	37995.90	36176.50
2022-01-26	37164.30	36800.10	37215.40	35543.20
2022-01-25	36800.40	36962.30	38862.60	36280.00
2022-01-24	36950.60	36691.30	37501.80	35729.30
2022-01-23	36686.30	36268.60	37424.00	32985.60
2022-01-22	36269.50	35072.90	36513.00	34655.20
2022-01-21	35075.20	36467.70	36749.80	34116.00
2022-01-20	36475.50	40698.10	41104.60	35503.90
2022-01-19	40715.90	41683.60	43487.10	40568.30
2022-01-18	41677.80	42365.30	42558.00	41160.90
2022-01-17	42364.60	42209.90	42674.20	41300.70
2022-01-16	42209.30	43080.50	43179.60	41559.40
2022-01-15	43079.10	43079.20	43462.00	42643.30
2022-01-14	43097.00	43073.60	43777.90	42586.10
2022-01-13	43073.30	42562.20	43435.10	41848.70
2022-01-12	42560.00	43900.00	44404.70	42337.50
2022-01-11	43901.00	42735.00	44243.60	42476.70
2022-01-10	42733.20	41829.10	43090.20	41287.60
2022-01-09	41832.20	41848.90	42243.80	39697.00
2022-01-08	41848.30	41681.20	42764.40	41260.90
2022-01-07	41672.00	41551.30	42304.40	40574.30
2022-01-06	41546.70	43097.90	43127.70	40810.00
2022-01-05	43097.50	43431.60	43772.30	42481.10
2022-01-04	43425.90	45833.10	47019.40	42535.10
2022-01-03	45837.30	46435.70	47505.40	45602.10
2022-01-02	46430.20	47293.90	47556.00	45704.00
2022-01-01	47311.80	47738.70	47944.90	46718.20
2021-12-31	47738.00	46217.50	47917.60	46217.50
2021-12-30	46219.50	47123.30	48553.90	45693.60
2021-12-29	47123.30	46470.70	47901.40	46003.00
2021-12-28	46461.70	47548.40	48121.70	46127.80
2021-12-27	47545.20	50703.40	50703.80	47345.70
2021-12-26	50678.20	50783.60	52016.30	50459.00
2021-12-25	50779.90	50404.00	51247.00	49527.00
2021-12-24	50406.40	50789.60	51140.20	50196.80
2021-12-23	50786.10	50807.40	51795.30	50428.40
2021-12-22	50801.00	48599.60	51355.60	48053.40
2021-12-21	48599.70	48898.70	49540.30	48449.70
2021-12-20	48902.00	46900.10	49306.10	46654.00
2021-12-19	46895.20	46703.40	47488.90	45577.30
2021-12-18	46704.50	46855.70	48270.20	46438.40
2021-12-17	46856.20	46171.80	47330.20	45513.40
2021-12-16	46172.20	47630.40	47997.20	45523.80
2021-12-15	47628.20	48876.60	49387.80	47543.90
2021-12-14	48871.50	48366.20	49477.90	46572.60
2021-12-13	48366.50	46709.80	48635.00	46338.30
2021-12-12	46703.60	50075.90	50196.10	45848.20
2021-12-11	50081.00	49332.50	50779.20	48670.50
2021-12-10	49314.50	47138.40	49487.00	46834.00
2021-12-09	47137.20	47591.70	49974.80	47007.10
2021-12-08	47596.60	50477.60	50790.20	47341.90
2021-12-07	50473.90	50596.60	51204.70	48700.70
2021-12-06	50595.20	50547.40	51918.60	50070.90
2021-12-05	50562.10	49412.10	50913.30	47237.90
2021-12-04	49405.50	49196.40	49689.30	47797.80
2021-12-03	49195.20	53620.70	53847.20	42587.80
2021-12-02	53631.50	56495.20	57543.60	52008.90
2021-12-01	56496.00	57207.80	57377.50	55807.90
2021-11-30	57210.30	56891.70	59064.30	56496.50
2021-11-29	56882.90	57795.20	59174.40	55936.90
2021-11-28	57794.80	57288.10	58855.20	56726.70
2021-11-27	57291.50	54758.00	57392.30	53448.30
2021-11-26	54765.90	53747.20	55280.30	53654.30
2021-11-25	53730.90	58937.30	59151.10	53533.50
2021-11-24	58935.10	57167.10	59387.30	57029.80
2021-11-23	57171.70	57559.40	57697.40	55910.60
2021-11-22	57573.20	56304.80	57855.10	55542.50
2021-11-21	56308.80	58719.70	59288.30	55656.80
2021-11-20	58714.30	59724.00	60002.60	58528.30
2021-11-19	59717.60	58080.80	59854.60	57435.30
2021-11-18	58083.40	56908.30	58335.90	55626.30
2021-11-17	56955.30	60368.20	60936.90	56524.40
2021-11-16	60367.80	60074.20	60814.50	58531.90
2021-11-15	60089.10	63605.10	63605.60	58655.90
2021-11-14	63597.90	65514.90	66311.20	63439.50
2021-11-13	65508.20	64397.20	65508.20	63608.30
2021-11-12	64398.60	64133.30	64906.00	63381.40
2021-11-11	64134.50	64782.60	65449.70	62309.70
2021-11-10	64806.70	64922.80	65583.30	64121.90
2021-11-09	64932.60	66942.60	68990.60	62951.30
2021-11-08	66904.40	67528.70	68493.30	66334.90
2021-11-07	67527.90	63276.40	67763.30	63276.40
2021-11-06	63273.20	61483.80	63273.20	61347.20
2021-11-05	61483.90	60973.20	61543.20	60093.60
2021-11-04	60974.30	61411.50	62560.30	60742.40
2021-11-03	61412.60	62915.40	63077.60	60742.90
2021-11-02	62918.50	63223.50	63508.60	60883.00
2021-11-01	63221.70	60912.20	64256.40	60651.50
2021-10-31	60915.30	61310.10	62430.10	59612.70
2021-10-30	61309.60	61842.20	62393.70	60005.70
2021-10-29	61840.10	62245.00	62338.50	60786.00
2021-10-28	62242.80	60579.90	62952.20	60322.20
2021-10-27	60582.50	58437.20	62251.30	58128.10
2021-10-26	58438.10	60312.50	61452.90	58112.60
2021-10-25	60310.80	63067.50	63275.10	59907.30
2021-10-24	63067.00	60864.30	63694.80	60655.80
2021-10-23	60866.50	61308.20	61469.90	59523.70
2021-10-22	61312.50	60693.20	61728.70	59738.30
2021-10-21	60690.30	62200.80	63699.70	60055.70
2021-10-20	62210.20	66004.60	66616.90	62092.10
2021-10-19	65979.10	64276.90	66967.10	63543.70
2021-10-18	64278.50	62030.20	64454.00	61451.00
2021-10-17	62056.30	61525.80	62623.60	60026.90
2021-10-16	61527.50	60865.50	61651.40	59143.40
2021-10-15	60861.10	61669.20	62329.20	60161.90
2021-10-14	61672.50	57348.20	62892.80	56874.80
2021-10-13	57345.80	57370.40	58506.50	56866.80
2021-10-12	57380.10	56014.50	57697.40	54314.40
2021-10-11	56015.90	57480.60	57635.70	54155.40
2021-10-10	57477.30	54686.90	57814.10	54457.80
2021-10-09	54687.70	54942.50	56432.20	54100.80
2021-10-08	54942.50	53924.10	55430.80	53711.70
2021-10-07	53914.70	53785.50	55977.90	53659.30
2021-10-06	53783.90	55325.20	55325.60	53476.40
2021-10-05	55323.20	51470.00	55676.10	50439.50
2021-10-04	51469.30	49229.50	51872.40	49060.10
2021-10-03	49227.30	48200.40	49481.70	46958.60
2021-10-02	48200.10	47665.40	49165.20	47123.00
2021-10-01	47666.90	48147.20	48306.90	47451.70
2021-09-30	48146.00	43824.40	48435.20	43292.90
2021-09-29	43823.30	41534.50	44101.20	41416.70
2021-09-28	41536.80	41023.10	42571.20	40815.00
2021-09-27	41022.30	42169.90	42758.80	40906.40
2021-09-26	42172.60	43200.90	44293.20	42143.90
2021-09-25	43203.40	42685.80	43907.30	40786.60
2021-09-24	42686.80	42818.70	42959.30	41714.50
2021-09-23	42819.90	44867.40	45112.00	40908.50
2021-09-22	44869.20	43550.70	44949.80	43090.10
2021-09-21	43551.60	40660.80	43976.70	40585.70
2021-09-20	40651.30	43012.30	43619.30	39646.80
2021-09-19	42870.60	47240.80	47323.90	42547.10
2021-09-18	47238.70	48299.90	48341.90	46866.60
2021-09-17	48306.70	47283.90	48761.00	47070.50
2021-09-16	47282.80	47748.20	48155.90	46788.80
2021-09-15	47748.00	48132.30	48480.60	47040.30
2021-09-14	48130.60	47070.80	48436.50	46743.90
2021-09-13	47077.50	44950.20	47247.60	44718.70
2021-09-12	44949.50	46060.80	46807.70	43463.20
2021-09-11	46062.30	45162.60	46386.40	44755.20
2021-09-10	45161.90	44844.90	45975.60	44766.60
2021-09-09	44842.80	46385.90	47021.60	44283.60
2021-09-08	46385.60	46057.60	47305.70	45609.00
2021-09-07	46061.40	46774.10	47316.90	44493.70
2021-09-06	46779.60	52674.20	52885.30	43072.40
2021-09-05	52672.10	51769.40	52726.20	51002.80
2021-09-04	51768.60	49918.70	51878.20	49492.40
2021-09-03	49918.40	49999.30	50534.60	49461.40
2021-09-02	49999.00	49269.50	51008.80	48377.30
2021-09-01	49274.30	48817.80	50355.30	48612.90
2021-08-31	48819.40	47129.20	49121.00	46533.10
2021-08-30	47130.40	46989.10	48217.00	46709.30
2021-08-29	46992.70	48777.10	48886.00	46876.90
2021-08-28	48777.40	48899.70	49621.70	47870.10
2021-08-27	48897.10	49062.80	49289.40	48428.50
2021-08-26	49064.30	46830.20	49142.00	46371.50
2021-08-25	46831.60	48994.40	49347.80	46360.40
2021-08-24	48994.50	47707.40	49230.20	47163.30
2021-08-23	47714.70	49532.50	49847.40	47623.60
2021-08-22	49539.70	49255.40	50498.80	49038.60
2021-08-21	49254.50	48870.40	49480.30	48151.00
2021-08-20	48875.80	49330.00	49719.10	48293.50
2021-08-19	49324.00	46756.70	49343.30	46646.80
2021-08-18	46755.90	44725.90	47012.30	43986.70
2021-08-17	44723.80	44691.10	46004.90	44230.00
2021-08-16	44691.60	45907.50	47140.60	44441.30
2021-08-15	45996.30	46991.60	48002.40	45672.10
2021-08-14	46991.30	47082.60	47344.10	45564.10
2021-08-13	47081.50	47809.60	48090.90	46117.20
2021-08-12	47809.10	44404.00	47836.00	44242.40
2021-08-11	44403.40	45562.30	46213.80	43814.70
2021-08-10	45564.30	45593.20	46736.50	45367.90
2021-08-09	45593.80	46281.80	46663.40	44681.20
2021-08-08	46284.30	43794.90	46460.70	42824.10
2021-08-07	43792.80	44584.90	45284.10	43314.40
2021-08-06	44614.20	42784.70	44697.30	42611.00
2021-08-05	42795.40	40868.40	43253.40	39905.40
2021-08-04	40867.20	39734.40	41366.30	37365.40
2021-08-03	39736.90	38188.40	39956.50	37556.00
2021-08-02	38130.30	39167.40	39766.60	37688.20
2021-08-01	39168.40	39869.80	40449.00	38692.50
2021-07-31	39878.30	41510.00	42565.00	39556.50
2021-07-30	41553.70	42201.40	42285.30	41066.40
2021-07-29	42203.40	40001.10	42264.40	38358.40
2021-07-28	40001.40	40009.00	40630.70	39340.80
2021-07-27	40003.20	39450.40	40862.20	38883.80
2021-07-26	39452.00	37294.30	39455.90	36427.40
2021-07-25	37276.60	35392.30	40522.90	35236.70
2021-07-24	35391.10	34392.50	35391.10	33881.30
2021-07-23	33824.80	33600.50	33955.00	33412.90
2021-07-22	33603.30	32297.90	33605.60	32041.10
2021-07-21	32298.90	32131.70	32585.40	31729.40
2021-07-20	32131.40	29794.70	32794.60	29519.30
2021-07-19	29793.80	30835.40	31040.80	29310.20
2021-07-18	30837.20	31782.90	31887.00	30478.20
2021-07-17	31785.40	31517.90	32408.20	31220.60
2021-07-16	31518.60	31384.40	31914.80	31207.80
2021-07-15	31394.00	31842.30	32239.80	31062.20
2021-07-14	31840.50	32820.50	33157.00	31175.80
2021-07-13	32820.70	32727.80	33051.90	31611.20
2021-07-12	32728.10	33106.10	33307.70	32259.50
2021-07-11	33113.00	34228.30	34598.00	32662.80
2021-07-10	34227.70	33510.80	34580.60	33319.80
2021-07-09	33510.60	33797.70	34221.00	33056.80
2021-07-08	33797.40	32866.30	34079.20	32367.00
2021-07-07	32866.30	33859.40	33923.20	32146.90
2021-07-06	33867.80	34228.70	35036.60	33801.30
2021-07-05	34225.60	33688.50	35062.00	33581.70
2021-07-04	33687.80	35297.00	35300.50	33164.10
2021-07-03	35298.20	34742.80	35957.60	34740.10
2021-07-02	34742.80	33814.20	34909.80	33363.30
2021-07-01	33813.40	33542.20	33925.90	32734.60
2021-06-30	33543.60	35030.70	35032.70	32839.20
2021-06-29	35026.90	35832.60	36089.50	34126.60
2021-06-28	35834.70	34477.30	36590.30	34247.60
2021-06-27	34475.90	34682.20	35231.20	33944.90
2021-06-26	34678.50	32247.10	34685.50	32041.70
2021-06-25	32243.40	31592.10	32643.00	30206.90
2021-06-24	31594.00	34660.50	35490.90	31337.90
2021-06-23	34665.80	33678.10	35249.90	32356.70
2021-06-22	33674.30	32498.30	34784.30	31736.50
2021-06-21	32496.40	31682.70	33272.50	28901.80
2021-06-20	31692.00	35597.90	35708.40	31284.10
2021-06-19	35595.80	35510.90	36097.90	33378.00
2021-06-18	35513.40	35770.00	36357.30	34845.50
2021-06-17	35749.40	38045.50	38166.00	35198.50
2021-06-16	38052.00	38337.80	39529.90	37425.30
2021-06-15	38336.00	40148.10	40494.40	38156.40
2021-06-14	40156.10	40522.50	41318.00	39589.90
2021-06-13	40529.40	39024.10	40970.40	38769.90
2021-06-12	39022.90	35467.50	39321.60	34827.00
2021-06-11	35467.50	37334.40	37437.30	34703.30
2021-06-10	37314.60	36654.30	37641.10	36003.30
2021-06-09	36649.40	37375.20	38340.80	35824.00
2021-06-08	37332.20	33385.50	37517.60	32428.60
2021-06-07	33382.90	33574.60	34047.80	31158.10
2021-06-06	33578.00	35815.40	36754.60	33410.10
2021-06-05	35815.40	35518.70	36434.00	35265.30
2021-06-04	35520.00	36841.20	37887.60	34832.00
2021-06-03	36851.30	39191.40	39255.40	35659.90
2021-06-02	39187.30	37555.70	39462.30	37193.60
2021-06-01	37555.80	36687.70	38199.90	35981.10
2021-05-31	36687.60	37294.30	37850.30	35742.70
2021-05-30	37298.60	35644.00	37480.70	34213.20
2021-05-29	35652.80	34589.30	36388.60	33441.00
2021-05-28	34584.60	35664.50	37227.10	33664.20
2021-05-27	35662.50	38543.20	38844.10	34772.40
2021-05-26	38417.30	39249.00	40322.20	37190.80
2021-05-25	39249.20	38375.70	40750.00	37847.00
2021-05-24	38378.30	38753.60	39740.80	36540.70
2021-05-23	38750.60	34720.30	39851.70	34474.60
2021-05-22	34679.70	37446.80	38248.70	31192.40
2021-05-21	37448.30	37291.00	38776.00	35314.90
2021-05-20	37297.40	40611.20	42108.30	33592.30
2021-05-19	40717.20	36706.80	42425.90	35010.40
2021-05-18	36720.50	42898.30	43516.60	30261.70
2021-05-17	42897.30	43538.50	45770.90	42293.90
2021-05-16	43541.30	46424.20	46545.40	42201.50
2021-05-15	46426.40	46729.30	49764.30	43920.80
2021-05-14	46708.80	49839.10	50640.90	46650.20
2021-05-13	49839.80	49704.90	51459.20	48874.00
2021-05-12	49704.60	49398.20	51337.30	46331.10
2021-05-11	49384.20	56694.50	57938.50	49187.00
2021-05-10	56695.70	55846.10	56871.10	54550.40
2021-05-09	55848.90	58251.20	59523.90	53678.30
2021-05-08	58238.30	58840.60	59227.00	56414.40
2021-05-07	58840.10	57330.30	59471.10	56972.20
2021-05-06	57337.20	56411.40	58639.30	55300.10
2021-05-05	56405.40	57441.00	58364.90	55294.50
2021-05-04	57441.30	53872.50	57936.40	53872.50
2021-05-03	53741.50	57170.60	57201.30	53741.50
2021-05-02	57169.80	56605.80	58925.10	56562.40
2021-05-01	56603.80	57807.20	57868.40	56110.50
2021-04-30	57807.10	57719.10	58449.40	57029.50
2021-04-29	57720.30	53562.30	57925.60	53088.70
2021-04-28	53560.80	54838.60	55173.70	52400.00
2021-04-27	54841.40	55036.00	56419.90	53876.40
2021-04-26	55036.50	54011.10	55427.80	53345.00
2021-04-25	54020.50	48963.50	54320.90	48815.90
2021-04-24	48963.60	50088.20	50532.40	47098.50
2021-04-23	50088.90	51140.80	51183.00	48775.20
2021-04-22	51143.60	51707.10	52099.90	47659.40
2021-04-21	51729.50	53821.30	55408.40	50590.90
2021-04-20	53820.20	56479.50	56764.40	53657.60
2021-04-19	56483.20	55645.10	57054.90	53422.50
2021-04-18	55646.10	56208.10	57517.00	54272.30
2021-04-17	56207.10	60043.20	60362.10	51817.60
2021-04-16	60041.90	61358.30	62509.10	59672.10
2021-04-15	61379.70	63211.60	63518.50	60027.30
2021-04-14	63216.00	62978.60	63729.10	62067.50
2021-04-13	62980.40	63544.20	64778.00	61366.30
2021-04-12	63540.90	59863.60	63659.00	59839.40
2021-04-11	59863.80	59982.10	61259.90	59569.20
2021-04-10	59978.70	59772.40	60667.10	59250.30
2021-04-09	59748.40	58127.40	61229.00	57900.00
2021-04-08	58118.70	58076.80	58890.90	57686.00
2021-04-07	58077.40	55948.00	58136.70	55721.60
2021-04-06	55948.70	57996.30	58627.70	55489.30
2021-04-05	57996.30	59169.00	59487.00	57403.30
2021-04-04	58993.40	58202.30	59205.10	56842.70
2021-04-03	58199.90	57059.70	58464.80	56470.60
2021-04-02	57059.90	58976.80	59770.50	56906.70
2021-04-01	58977.30	58718.20	60134.90	58466.50
2021-03-31	58718.30	58763.20	59406.50	58040.70
2021-03-30	58763.70	58771.40	59795.60	56991.60
2021-03-29	58771.30	57614.60	59366.90	57077.10
2021-03-28	57616.20	55764.70	58392.60	54951.10
2021-03-27	55765.20	55856.90	56504.20	54711.30
2021-03-26	55862.90	55033.80	56531.10	54010.20
2021-03-25	55036.10	51317.40	55074.10	51302.00
2021-03-24	51322.30	52330.00	53175.40	50441.30
2021-03-23	52325.40	54309.10	57169.40	51725.40
2021-03-22	54452.50	54117.50	55813.80	52992.30
2021-03-21	54158.30	57379.30	58379.90	53784.20
2021-03-20	57383.80	58097.40	58583.80	55583.30
2021-03-19	58093.40	58084.10	59882.10	57863.00
2021-03-18	58088.00	57645.00	59448.30	56305.10
2021-03-17	57656.00	58911.80	60088.00	57099.60
2021-03-16	58913.50	56892.90	58933.20	54253.20
2021-03-15	56889.70	55619.50	56889.70	53342.60
2021-03-14	55791.30	59117.40	60565.90	55088.80
2021-03-13	59113.70	61192.70	61673.70	59113.70
2021-03-12	61195.30	57267.40	61795.80	56118.80
2021-03-11	57265.10	57806.20	58052.30	55134.50
2021-03-10	57799.50	55851.20	58135.00	54351.80
2021-03-09	55851.90	54882.70	57328.70	53073.60
2021-03-08	54879.00	52352.40	54880.60	51941.30
2021-03-07	52311.00	50988.90	52384.90	49338.10
2021-03-06	50982.30	48899.00	51434.10	48890.60
2021-03-05	48855.60	48798.70	49191.80	47132.80
2021-03-04	48792.50	48363.60	49429.40	46370.10
2021-03-03	48428.00	50388.00	51757.70	47521.80
2021-03-02	50395.10	48422.20	52567.90	48159.20
2021-03-01	48424.20	49595.60	50191.90	47100.60
2021-02-28	49595.50	45160.50	49774.00	45008.80
2021-02-27	45164.00	46136.00	46582.00	43100.60
2021-02-26	46136.70	46333.10	48335.10	45059.40
2021-02-25	46345.60	46928.50	48413.90	44248.20
2021-02-24	46928.50	49695.90	52013.80	46773.70
2021-02-23	49697.50	48911.10	51311.80	47031.70
2021-02-22	48911.20	54114.10	54115.00	45093.80
2021-02-21	54111.80	57437.60	57480.80	48353.80
2021-02-20	57433.80	55907.60	58335.10	55502.70
